Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.8711717709720372, 0.08819102958398184)	(0.42576564580559256, 0.01763820591679637)	(0.02722082083209983, 0.001533228319722141)	1281	284388	8480	1738	(0.42576564580559256, 0.01763820591679637)	(0.007615402074131704, 0.0005480128114926345)	(0.007615402074131704, 0.0005480128114926345)	13	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.829560585885486, 0.08840113626051016)	(0.4340878828229028, 0.017680227252102033)	(0.028561838681730366, 0.001583387572410026)	1311	284388	8824	1708	(0.4340878828229028, 0.017680227252102033)	(0.008091996515283913, 0.0005777010797781778)	(0.008091996515283913, 0.0005777010797781778)	14	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.8122923588039868, 0.08848087119841025)	(0.43754152823920267, 0.01769617423968205)	(0.028371439875153406, 0.0015483691498034099)	1320	284388	9155	1699	(0.43754152823920267, 0.01769617423968205)	(0.007933360466969781, 0.0005451183518069976)	(0.007933360466969781, 0.0005451183518069976)	15	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.7888446215139444, 0.08858216794578193)	(0.44223107569721115, 0.017716433589156384)	(0.028887694757770685, 0.0015704384638772883)	1336	284388	9447	1683	(0.44223107569721115, 0.017716433589156384)	(0.008125310766949431, 0.0005610259253245092)	(0.008125310766949431, 0.0005610259253245092)	16	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.700996677740864, 0.0888907026739094)	(0.45980066445182727, 0.017778140534781876)	(0.030309636220962666, 0.0015986486457873208)	1387	284388	9703	1632	(0.45980066445182727, 0.017778140534781876)	(0.00855473791029305, 0.0005711051809586251)	(0.00855473791029305, 0.0005711051809586251)	17	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.705217680292456, 0.08887842931138365)	(0.4589564639415088, 0.017775685862276736)	(0.030078334001649998, 0.0015955761121250556)	1383	284388	9922	1636	(0.4589564639415088, 0.017775685862276736)	(0.008482776548357098, 0.0005792595923479132)	(0.008482776548357098, 0.0005792595923479132)	18	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.660458929165281, 0.08899551716115961)	(0.4679082141669438, 0.01779910343223192)	(0.030950134928040166, 0.0016067136548359566)	1411	284388	10102	1608	(0.4679082141669438, 0.01779910343223192)	(0.00873525426103862, 0.0005708301265819647)	(0.00873525426103862, 0.0005708301265819647)	19	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.6346409574468086, 0.08904996858320645)	(0.4730718085106383, 0.01780999371664129)	(0.031012299759593426, 0.0015884896752778824)	1425	284388	10269	1594	(0.4730718085106383, 0.01780999371664129)	(0.008684723587501391, 0.0005595052157842194)	(0.008684723587501391, 0.0005595052157842194)	20	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.6192842942345926, 0.08907782466913505)	(0.4761431411530815, 0.017815564933827015)	(0.03206899059986828, 0.0016342976797440287)	1437	284388	10430	1582	(0.4761431411530815, 0.017815564933827015)	(0.009100534287991575, 0.0005858215695785078)	(0.009100534287991575, 0.0005858215695785078)	21	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.5456355791569862, 0.08916453608368914)	(0.4908728841686027, 0.01783290721673783)	(0.032638213994685875, 0.0016371945132323054)	1480	284388	10549	1539	(0.4908728841686027, 0.01783290721673783)	(0.009240355126862495, 0.0005914067696926234)	(0.009240355126862495, 0.0005914067696926234)	22	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.5273813474941917, 0.08917404630944703)	(0.4945237305011616, 0.017834809261889406)	(0.03338166901122694, 0.0016527821453767688)	1492	284388	10634	1527	(0.4945237305011616, 0.017834809261889406)	(0.009479221497552823, 0.0005986234982068016)	(0.009479221497552823, 0.0005986234982068016)	23	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.518236074270557, 0.08917702277412835)	(0.4963527851458886, 0.01783540455482567)	(0.03301220880430494, 0.001632831888090723)	1497	284388	10742	1522	(0.4963527851458886, 0.01783540455482567)	(0.009316120658258736, 0.0005860054638343292)	(0.009316120658258736, 0.0005860054638343292)	24	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4684594953519254, 0.08917229780581454)	(0.5063081009296149, 0.017834459561162908)	(0.03422395772516927, 0.0016635540018886737)	1526	284388	10818	1493	(0.5063081009296149, 0.017834459561162908)	(0.00972601950293012, 0.0005986699911961533)	(0.00972601950293012, 0.0005986699911961533)	25	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.458554376657825, 0.0891671395646141)	(0.508289124668435, 0.01783342791292282)	(0.03444942265988129, 0.0016615362477498423)	1534	284388	10890	1485	(0.508289124668435, 0.01783342791292282)	(0.009775408474574383, 0.0005958559128226993)	(0.009775408474574383, 0.0005958559128226993)	26	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4302788844621515, 0.08914470829434169)	(0.5139442231075697, 0.01782894165886834)	(0.03509659558359659, 0.0016920731291774492)	1550	284388	10955	1469	(0.5139442231075697, 0.01782894165886834)	(0.010044786986761128, 0.0006171637420419423)	(0.010044786986761128, 0.0006171637420419423)	27	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.43364299933643, 0.08914797548601122)	(0.513271400132714, 0.017829595097202243)	(0.035277963942842855, 0.0016981150853238737)	1549	284388	11013	1470	(0.513271400132714, 0.017829595097202243)	(0.010115785342987562, 0.0006166219222992231)	(0.010115785342987562, 0.0006166219222992231)	28	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.405566600397614, 0.08911575088342477)	(0.5188866799204771, 0.01782315017668495)	(0.035787905709680407, 0.0017092169337470935)	1567	284388	11081	1452	(0.5188866799204771, 0.01782315017668495)	(0.010283825445245224, 0.000622813884298277)	(0.010283825445245224, 0.000622813884298277)	29	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.386476632416308, 0.08908740357038235)	(0.5227046735167384, 0.017817480714076468)	(0.03566941172399825, 0.0016848458499492244)	1577	284388	11139	1442	(0.5227046735167384, 0.017817480714076468)	(0.01016256946072113, 0.0006080463369863093)	(0.01016256946072113, 0.0006080463369863093)	30	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4062396282774645, 0.08911665515870787)	(0.5187520743445071, 0.017823331031741572)	(0.03551558067901694, 0.0016863549364412543)	1564	284388	11174	1455	(0.5187520743445071, 0.017823331031741572)	(0.010131478105214364, 0.0006080328815359657)	(0.010131478105214364, 0.0006080328815359657)	31	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.432074221338635, 0.08914647202204963)	(0.513585155732273, 0.017829294404409928)	(0.03491211405157113, 0.001673124277756419)	1550	284388	11204	1469	(0.513585155732273, 0.017829294404409928)	(0.00993119876936849, 0.0006029544110411862)	(0.00993119876936849, 0.0006029544110411862)	32	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.430417495029821, 0.08914484610470456)	(0.5139165009940357, 0.01782896922094091)	(0.03532739499245278, 0.0016907836214434511)	1551	284388	11236	1468	(0.5139165009940357, 0.01782896922094091)	(0.010101519520480202, 0.0006117106492597897)	(0.010101519520480202, 0.0006117106492597897)	33	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4179648657606894, 0.08913136993687175)	(0.5164070268478621, 0.01782627398737435)	(0.03532160527715553, 0.0016919222553034151)	1558	284388	11258	1461	(0.5164070268478621, 0.01782627398737435)	(0.010101731798492386, 0.0006141502601280263)	(0.010101731798492386, 0.0006141502601280263)	34	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3608349900596424, 0.08904111788788394)	(0.5278330019880716, 0.017808223577576783)	(0.03608049800055823, 0.0016954169598567205)	1593	284388	11279	1426	(0.5278330019880716, 0.017808223577576783)	(0.010301353371254941, 0.0006177795382453141)	(0.010301353371254941, 0.0006177795382453141)	35	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.386476632416308, 0.08908740357038236)	(0.5227046735167384, 0.017817480714076468)	(0.035865679175139505, 0.001695881508289036)	1577	284388	11304	1442	(0.5227046735167384, 0.017817480714076468)	(0.010251700881103358, 0.0006163217549879244)	(0.010251700881103358, 0.0006163217549879244)	36	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.405566600397614, 0.08911575088342476)	(0.5188866799204771, 0.01782315017668495)	(0.035464998099330874, 0.0016859325082312522)	1566	284388	11323	1453	(0.5188866799204771, 0.01782315017668495)	(0.010115331714463409, 0.000610249290956283)	(0.010115331714463409, 0.000610249290956283)	37	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3269294468367008, 0.08896544050581455)	(0.5346141106326598, 0.017793088101162913)	(0.036872820414870014, 0.0017183821109248876)	1614	284388	11340	1405	(0.5346141106326598, 0.017793088101162913)	(0.010588887746474308, 0.0006278740841415971)	(0.010588887746474308, 0.0006278740841415971)	38	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3897911832946637, 0.08909269950940897)	(0.5220417633410673, 0.017818539901881793)	(0.03581226885240512, 0.0016953116577423336)	1575	284388	11370	1444	(0.5220417633410673, 0.017818539901881793)	(0.01023711463182648, 0.0006148608768595781)	(0.01023711463182648, 0.0006148608768595781)	39	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.369118621603711, 0.08905710053096848)	(0.5261762756792577, 0.017811420106193694)	(0.035931069128064236, 0.001694074556354384)	1588	284388	11385	1431	(0.5261762756792577, 0.017811420106193694)	(0.01025834359191208, 0.0006180403509574274)	(0.01025834359191208, 0.0006180403509574274)	40	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.384029158383035, 0.08908339211159699)	(0.5231941683233929, 0.017816678422319404)	(0.03588494362261245, 0.0016991033315496517)	1579	284388	11394	1440	(0.5231941683233929, 0.017816678422319404)	(0.010268922884998697, 0.0006172700018412756)	(0.010268922884998697, 0.0006172700018412756)	41	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.375745526838966, 0.08906917876062899)	(0.5248508946322068, 0.017813835752125803)	(0.03623500134800261, 0.0017113830483167498)	1585	284388	11404	1434	(0.5248508946322068, 0.017813835752125803)	(0.010401147231694685, 0.000627325118093968)	(0.010401147231694685, 0.000627325118093968)	42	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3914484587338416, 0.08909528852058458)	(0.5217103082532317, 0.017819057704116917)	(0.03619792419326395, 0.0017210117731931973)	1574	284388	11412	1445	(0.5217103082532317, 0.017819057704116917)	(0.01042992338825966, 0.0006315949066184255)	(0.01042992338825966, 0.0006315949066184255)	43	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3724320742213387, 0.08906321828057424)	(0.5255135851557323, 0.017812643656114846)	(0.0361500723984988, 0.0017036045876230442)	1586	284388	11416	1433	(0.5255135851557323, 0.017812643656114846)	(0.010352996761644962, 0.0006186007746937206)	(0.010352996761644962, 0.0006186007746937206)	44	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3915203709837694, 0.08909539997287882)	(0.5216959258032461, 0.01781907999457576)	(0.036041868439725296, 0.0017099846995941494)	1575	284388	11425	1444	(0.5216959258032461, 0.01781907999457576)	(0.010349460503406549, 0.00062445990758981)	(0.010349460503406549, 0.00062445990758981)	45	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.351772109970189, 0.08902250490006017)	(0.5296455780059622, 0.017804500980012034)	(0.03647092944457125, 0.001709555075212685)	1599	284388	11433	1420	(0.5296455780059622, 0.017804500980012034)	(0.010452419959136452, 0.0006262999322326472)	(0.010452419959136452, 0.0006262999322326472)	46	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.393176548526002, 0.08909794630284569)	(0.5213646902947996, 0.017819589260569143)	(0.03584807282347802, 0.0016989022449915092)	1574	284388	11444	1445	(0.5213646902947996, 0.017819589260569143)	(0.010259684079126618, 0.0006172615022559363)	(0.010259684079126618, 0.0006172615022559363)	47	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.365021530308049, 0.08904931841225146)	(0.5269956939383902, 0.017809863682450293)	(0.0364143531242622, 0.0017076344357614686)	1591	284388	11448	1428	(0.5269956939383902, 0.017809863682450293)	(0.010436143008689591, 0.0006193989479228451)	(0.010436143008689591, 0.0006193989479228451)	48	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3665893271461718, 0.08905232473657415)	(0.5266821345707656, 0.017810464947314832)	(0.03642775228156643, 0.0017188647713983127)	1589	284388	11460	1430	(0.5266821345707656, 0.017810464947314832)	(0.01047832384666208, 0.0006306187420412097)	(0.01047832384666208, 0.0006306187420412097)	49	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3948327260682345, 0.08910045338740659)	(0.5210334547863531, 0.017820090677481318)	(0.03600034757014647, 0.0017133481032308756)	1573	284388	11464	1446	(0.5210334547863531, 0.017820090677481318)	(0.010350224078013953, 0.0006286014303019397)	(0.010350224078013953, 0.0006286014303019397)	50	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.368333885392514, 0.08905562860610791)	(0.5263332229214972, 0.017811125721221583)	(0.03641263580335623, 0.0017213572190301455)	1589	284388	11469	1430	(0.5263332229214972, 0.017811125721221583)	(0.010483291053446916, 0.0006328572350334692)	(0.010483291053446916, 0.0006328572350334692)	51	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.361709175223584, 0.08904285097940502)	(0.5276581649552832, 0.017808570195881005)	(0.03652906477521434, 0.001726398288875458)	1593	284388	11477	1426	(0.5276581649552832, 0.017808570195881005)	(0.010531379691211061, 0.0006357710498890741)	(0.010531379691211061, 0.0006357710498890741)	52	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.361709175223584, 0.08904285097940502)	(0.5276581649552832, 0.017808570195881005)	(0.03651649925724716, 0.0017202479627450925)	1593	284388	11480	1426	(0.5276581649552832, 0.017808570195881005)	(0.010505770930914045, 0.0006313732166993443)	(0.010505770930914045, 0.0006313732166993443)	53	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3583968201391188, 0.08903622627330389)	(0.5283206359721763, 0.01780724525466078)	(0.03662211915131315, 0.001721232912977889)	1595	284388	11484	1424	(0.5283206359721763, 0.01780724525466078)	(0.010536658890399949, 0.0006314680830602424)	(0.010536658890399949, 0.0006314680830602424)	54	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3534282875124215, 0.08902599424976952)	(0.5293143424975157, 0.017805198849953904)	(0.036631125484211206, 0.0017190277397329291)	1598	284388	11484	1421	(0.5293143424975157, 0.017805198849953904)	(0.01053017119875274, 0.0006303831340927151)	(0.01053017119875274, 0.0006303831340927151)	55	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3881339078554857, 0.08909007119383448)	(0.5223732184289028, 0.017818014238766895)	(0.03614336888515379, 0.001718916868439308)	1576	284388	11489	1443	(0.5223732184289028, 0.017818014238766895)	(0.010407491676385435, 0.0006309570443567918)	(0.010407491676385435, 0.0006309570443567918)	56	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.379927128188142, 0.08907647650249657)	(0.5240145743623716, 0.017815295300499315)	(0.036193038187429236, 0.0017121650830286036)	1582	284388	11494	1437	(0.5240145743623716, 0.017815295300499315)	(0.010394830536973146, 0.0006262117581430708)	(0.010394830536973146, 0.0006262117581430708)	57	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3848956608148395, 0.0890848221308676)	(0.5230208678370322, 0.017816964426173518)	(0.036182919916608006, 0.0017163051210040143)	1579	284388	11498	1440	(0.5230208678370322, 0.017816964426173518)	(0.010407454727553734, 0.0006294412653894665)	(0.010407454727553734, 0.0006294412653894665)	58	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3807157057654074, 0.08907782466913505)	(0.5238568588469185, 0.017815564933827015)	(0.03622904619273189, 0.0017177929365749483)	1581	284388	11499	1438	(0.5238568588469185, 0.017815564933827015)	(0.010424370457836564, 0.0006304257797570193)	(0.010424370457836564, 0.0006304257797570193)	59	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.368333885392514, 0.08905562860610791)	(0.5263332229214972, 0.017811125721221583)	(0.0364326783115801, 0.0017185419319637487)	1589	284388	11499	1430	(0.5263332229214972, 0.017811125721221583)	(0.01047865137967497, 0.00063015818541413)	(0.01047865137967497, 0.00063015818541413)	60	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.401457436237165, 0.08911008933706166)	(0.519708512752567, 0.017822017867412335)	(0.035947100168526466, 0.0017167327780570497)	1569	284388	11502	1450	(0.519708512752567, 0.017822017867412335)	(0.01035047298951412, 0.0006296158903948781)	(0.01035047298951412, 0.0006296158903948781)	61	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.383239483272607, 0.08908207952235045)	(0.5233521033454787, 0.01781641590447009)	(0.03615596437251054, 0.0017154392792539303)	1580	284388	11502	1439	(0.5233521033454787, 0.01781641590447009)	(0.010397202925983019, 0.0006289803892518557)	(0.010397202925983019, 0.0006289803892518557)	62	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.378270950645909, 0.08907361608374963)	(0.5243458098708181, 0.017814723216749925)	(0.0362007888631311, 0.0017166957048252122)	1583	284388	11507	1436	(0.5243458098708181, 0.017814723216749925)	(0.010412691053120596, 0.0006299909030025515)	(0.010412691053120596, 0.0006299909030025515)	63	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3848956608148395, 0.0890848221308676)	(0.5230208678370322, 0.017816964426173518)	(0.036100274470966635, 0.0017142837748582683)	1579	284388	11511	1440	(0.5230208678370322, 0.017816964426173518)	(0.010378281242416132, 0.0006290172666161443)	(0.010378281242416132, 0.0006290172666161443)	64	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.386551838357072, 0.08908752547663099)	(0.5226896323285857, 0.017817505095326203)	(0.036095781762238995, 0.0017132008066301832)	1578	284388	11512	1441	(0.5226896323285857, 0.017817505095326203)	(0.010373552847700382, 0.0006281012128806191)	(0.010373552847700382, 0.0006281012128806191)	65	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3766147731036766, 0.08907071638742854)	(0.5246770453792646, 0.01781414327748571)	(0.03608697931792675, 0.0017111000219033727)	1584	284388	11513	1435	(0.5246770453792646, 0.01781414327748571)	(0.01036181067873318, 0.0006278214161963212)	(0.01036181067873318, 0.0006278214161963212)	66	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.371646240476979, 0.0890617815943964)	(0.5256707519046042, 0.017812356318879275)	(0.036438640817967036, 0.0017211101257314822)	1587	284388	11516	1432	(0.5256707519046042, 0.017812356318879275)	(0.010490455337765997, 0.0006312610811539174)	(0.010490455337765997, 0.0006312610811539174)	67	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
