Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.371646240476979, 0.0890617815943964)	(0.5256707519046042, 0.017812356318879275)	(0.03650430416042147, 0.001721470553962257)	1587	284388	11694	1432	(0.5256707519046042, 0.017812356318879275)	(0.010508281648023247, 0.000631778890208548)	(0.010508281648023247, 0.000631778890208548)	75	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3915203709837694, 0.08909539997287882)	(0.5216959258032461, 0.01781907999457576)	(0.03630179032098383, 0.0017248463964276196)	1575	284388	11694	1444	(0.5216959258032461, 0.01781907999457576)	(0.010470592821104822, 0.0006341407865900487)	(0.010470592821104822, 0.0006341407865900487)	76	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3898641934415368, 0.08909281439414093)	(0.5220271613116926, 0.01781856287882819)	(0.03634749963223304, 0.0017264485907182415)	1576	284388	11695	1443	(0.5220271613116926, 0.01781856287882819)	(0.010488289328014764, 0.0006349124037927402)	(0.010488289328014764, 0.0006349124037927402)	77	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.374958595561444, 0.08906777740969717)	(0.5250082808877111, 0.017813555481939435)	(0.03647827368297626, 0.0017254528766095006)	1585	284388	11695	1434	(0.5250082808877111, 0.017813555481939435)	(0.010516270244236514, 0.0006348602436947948)	(0.010516270244236514, 0.0006348602436947948)	78	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.386551838357072, 0.08908752547663099)	(0.5226896323285857, 0.017817505095326203)	(0.03637796635351436, 0.0017266005546683182)	1578	284388	11695	1441	(0.5226896323285857, 0.017817505095326203)	(0.010496181177290814, 0.0006352032828690329)	(0.010496181177290814, 0.0006352032828690329)	79	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3815833057303744, 0.08907929764745307)	(0.5236833388539252, 0.017815859529490614)	(0.03642260478301699, 0.001727547875498073)	1581	284388	11696	1438	(0.5236833388539252, 0.017815859529490614)	(0.010510389984077485, 0.000636103309998958)	(0.010510389984077485, 0.000636103309998958)	80	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.386551838357072, 0.08908752547663099)	(0.5226896323285857, 0.017817505095326203)	(0.03646469095069956, 0.0017305181150652363)	1578	284388	11698	1441	(0.5226896323285857, 0.017817505095326203)	(0.01053364470607871, 0.000636747557921193)	(0.01053364470607871, 0.000636747557921193)	81	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3898641934415368, 0.08909281439414093)	(0.5220271613116926, 0.017818562878828187)	(0.03632925289212701, 0.0017273682163948072)	1576	284388	11698	1443	(0.5220271613116926, 0.017818562878828187)	(0.010486801479595582, 0.0006357322732783177)	(0.010486801479595582, 0.0006357322732783177)	82	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.393176548526002, 0.08909794630284569)	(0.5213646902947996, 0.017819589260569143)	(0.03641841879566125, 0.0017373462350766893)	1574	284388	11699	1445	(0.5213646902947996, 0.017819589260569143)	(0.010546429997038344, 0.0006429969479853284)	(0.010546429997038344, 0.0006429969479853284)	83	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4031136137793974, 0.08911240024323958)	(0.5193772772441205, 0.01782248004864792)	(0.03595997264087392, 0.0017165067319241968)	1568	284388	11699	1451	(0.5193772772441205, 0.01782248004864792)	(0.010352524615700014, 0.0006300941789937068)	(0.010352524615700014, 0.0006300941789937068)	84	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3766147731036766, 0.08907071638742854)	(0.5246770453792646, 0.01781414327748571)	(0.03657110251047326, 0.0017302303660416463)	1584	284388	11699	1435	(0.5246770453792646, 0.01781414327748571)	(0.010558651447011213, 0.0006369581457528557)	(0.010558651447011213, 0.0006369581457528557)	85	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3948327260682345, 0.08910045338740659)	(0.5210334547863531, 0.017820090677481318)	(0.036194082659539766, 0.0017225685366239012)	1573	284388	11699	1446	(0.5210334547863531, 0.017820090677481318)	(0.01043437774083787, 0.0006334061529753107)	(0.01043437774083787, 0.0006334061529753107)	86	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.378270950645909, 0.08907361608374963)	(0.5243458098708181, 0.017814723216749925)	(0.03650691984920621, 0.0017299991747454233)	1583	284388	11699	1436	(0.5243458098708181, 0.017814723216749925)	(0.01054118973814527, 0.0006371317287283511)	(0.01054118973814527, 0.0006371317287283511)	87	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.374958595561444, 0.08906777740969717)	(0.5250082808877111, 0.017813555481939435)	(0.03663114163621462, 0.001729769804279977)	1585	284388	11699	1434	(0.5250082808877111, 0.017813555481939435)	(0.010572674822839514, 0.0006361313144206273)	(0.010572674822839514, 0.0006361313144206273)	88	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.378270950645909, 0.08907361608374963)	(0.5243458098708181, 0.017814723216749925)	(0.03656868317813888, 0.0017307643187776877)	1583	284388	11700	1436	(0.5243458098708181, 0.017814723216749925)	(0.010560201226256923, 0.0006372330304589671)	(0.010560201226256923, 0.0006372330304589671)	89	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.388208015899304, 0.08909018956321484)	(0.5223583968201391, 0.017818037912642967)	(0.03637924926238811, 0.0017273470503515042)	1577	284388	11701	1442	(0.5223583968201391, 0.017818037912642967)	(0.010499571547003544, 0.0006354927574999199)	(0.010499571547003544, 0.0006354927574999199)	90	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3915203709837694, 0.08909539997287882)	(0.5216959258032461, 0.017819079994575764)	(0.036337287059375424, 0.001729319726562426)	1575	284388	11701	1444	(0.5216959258032461, 0.017819079994575764)	(0.01049644796580197, 0.00063669750487099)	(0.01049644796580197, 0.00063669750487099)	91	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.369990062934747, 0.08905872474889216)	(0.5260019874130507, 0.017811744949778434)	(0.03670604206483134, 0.0017319774833046853)	1588	284388	11701	1431	(0.5260019874130507, 0.017811744949778434)	(0.010599621412863938, 0.0006375243201952664)	(0.010599621412863938, 0.0006375243201952664)	92	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.365021530308049, 0.08904931841225146)	(0.5269956939383902, 0.017809863682450293)	(0.0367818955024927, 0.0017313613060907565)	1591	284388	11702	1428	(0.5269956939383902, 0.017809863682450293)	(0.01061650166644928, 0.0006370374698676228)	(0.01061650166644928, 0.0006370374698676228)	93	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.379927128188142, 0.08907647650249657)	(0.5240145743623716, 0.017815295300499315)	(0.036532778859015846, 0.0017295566674912887)	1582	284388	11704	1437	(0.5240145743623716, 0.017815295300499315)	(0.010546775050274763, 0.000636357790567886)	(0.010546775050274763, 0.000636357790567886)	94	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.379927128188142, 0.08907647650249657)	(0.5240145743623716, 0.017815295300499315)	(0.03637507586620913, 0.0017192549660093777)	1582	284388	11705	1437	(0.5240145743623716, 0.017815295300499315)	(0.010467855176131614, 0.0006302245650059384)	(0.010467855176131614, 0.0006302245650059384)	95	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3815833057303744, 0.08907929764745307)	(0.5236833388539252, 0.017815859529490618)	(0.03654005992044835, 0.001729803352764558)	1581	284388	11705	1438	(0.5236833388539252, 0.017815859529490618)	(0.010549840959572067, 0.0006363409564997387)	(0.010549840959572067, 0.0006363409564997387)	96	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3815833057303744, 0.08907929764745307)	(0.5236833388539252, 0.017815859529490618)	(0.036469347842629285, 0.0017289942708046963)	1581	284388	11706	1438	(0.5236833388539252, 0.017815859529490618)	(0.010528095042243514, 0.0006365777174444061)	(0.010528095042243514, 0.0006365777174444061)	97	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.393176548526002, 0.08909794630284569)	(0.5213646902947996, 0.017819589260569143)	(0.03630323338666623, 0.0017268881500490858)	1574	284388	11706	1445	(0.5213646902947996, 0.017819589260569143)	(0.010478736982549789, 0.0006353428834365058)	(0.010478736982549789, 0.0006353428834365058)	98	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3815833057303744, 0.08907929764745307)	(0.5236833388539252, 0.017815859529490614)	(0.03648765826507994, 0.001728187075332202)	1581	284388	11708	1438	(0.5236833388539252, 0.017815859529490614)	(0.010529932283654678, 0.0006359242989769909)	(0.010529932283654678, 0.0006359242989769909)	99	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3898641934415368, 0.08909281439414093)	(0.5220271613116926, 0.017818562878828187)	(0.03642712688576635, 0.0017306128546066685)	1576	284388	11708	1443	(0.5220271613116926, 0.017818562878828187)	(0.01052454812377323, 0.0006369393451506351)	(0.01052454812377323, 0.0006369393451506351)	100	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.7274549098196395, 0.07769039042875593)	(0.2545090180360721, 0.01553807808575119)	(0.014047387947514577, 0.0011246814653335794)	769	284388	0	2250	(0.2545090180360721, 0.01553807808575119)	(0.0037059452523696703, 0.00038248842113055046)	(0.0037059452523696703, 0.00038248842113055046)	1	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.4898095556298028, 0.08189195470854324)	(0.30203808887403943, 0.016378390941708648)	(0.017619933918664895, 0.0012329292415489872)	915	284388	769	2104	(0.30203808887403943, 0.016378390941708648)	(0.0046807045524301025, 0.0004049887462515994)	(0.0046807045524301025, 0.0004049887462515994)	2	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.40674007340674, 0.08310694746950141)	(0.31865198531865196, 0.01662138949390028)	(0.018632498455972535, 0.0012969342052609608)	962	284388	1668	2057	(0.31865198531865196, 0.01662138949390028)	(0.005044148059769465, 0.0004662443272450003)	(0.005044148059769465, 0.0004662443272450003)	3	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.314438146048683, 0.08431441308976118)	(0.3371123707902634, 0.016862882617952237)	(0.019770651376319618, 0.001287404106219154)	1017	284388	2581	2002	(0.3371123707902634, 0.016862882617952237)	(0.00525952669851516, 0.0004253092423891842)	(0.00525952669851516, 0.0004253092423891842)	4	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.22655989322656, 0.085330176387334)	(0.354688021354688, 0.017066035277466803)	(0.021233269096582838, 0.0013423586479404982)	1067	284388	3480	1952	(0.354688021354688, 0.017066035277466803)	(0.005718458851217849, 0.00045254676090135246)	(0.005718458851217849, 0.00045254676090135246)	5	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.1910636878959653, 0.08570455202893011)	(0.36178726242080694, 0.017140910405786025)	(0.02122192244638414, 0.0013322613864651875)	1089	284388	4377	1930	(0.36178726242080694, 0.017140910405786025)	(0.0056766128665724155, 0.0004596402421190038)	(0.0056766128665724155, 0.0004596402421190038)	6	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.159560293137908, 0.08601984105236331)	(0.3680879413724184, 0.017203968210472664)	(0.021965717822966795, 0.001357726211237294)	1107	284388	5178	1912	(0.3680879413724184, 0.017203968210472664)	(0.005913629829579132, 0.0004609355857928206)	(0.005913629829579132, 0.0004609355857928206)	7	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.139185580774366, 0.08621533928373508)	(0.37216288384512686, 0.017243067856747018)	(0.02315813427908521, 0.001429685578589299)	1128	284388	5929	1891	(0.37216288384512686, 0.017243067856747018)	(0.006390640421020826, 0.0005002216875845199)	(0.006390640421020826, 0.0005002216875845199)	8	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.023643023643024, 0.08720120143177666)	(0.39527139527139526, 0.017440240286355334)	(0.024088420083001372, 0.0014188843419784332)	1190	284388	6611	1829	(0.39527139527139526, 0.017440240286355334)	(0.006552775484923245, 0.0004873334000664642)	(0.006552775484923245, 0.0004873334000664642)	9	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.0026631158455395, 0.08735816049067585)	(0.3994673768308921, 0.01747163209813517)	(0.02456100400725182, 0.0014245786495901659)	1203	284388	7235	1816	(0.3994673768308921, 0.01747163209813517)	(0.006675093587372387, 0.0004863038045347853)	(0.006675093587372387, 0.0004863038045347853)	10	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.0183028286189684, 0.08724178944315607)	(0.3963394342762063, 0.01744835788863121)	(0.024587718701860623, 0.0014386250089440044)	1194	284388	7764	1825	(0.3963394342762063, 0.01744835788863121)	(0.006726499682899598, 0.0004950550307634701)	(0.006726499682899598, 0.0004950550307634701)	11	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.913057961359094, 0.08795373191953862)	(0.4173884077281812, 0.017590746383907722)	(0.02545483077645216, 0.0014367953551305216)	1260	284388	8235	1759	(0.4173884077281812, 0.017590746383907722)	(0.006903175091213314, 0.0004947248141461934)	(0.006903175091213314, 0.0004947248141461934)	12	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.8938640132669984, 0.0880656974339062)	(0.42122719734660036, 0.017613139486781237)	(0.02623521444423303, 0.0014696525033994696)	1271	284388	8677	1748	(0.42122719734660036, 0.017613139486781237)	(0.007185027998565054, 0.0005088035647376608)	(0.007185027998565054, 0.0005088035647376608)	13	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.830564784053156, 0.08839636515791943)	(0.43388704318936877, 0.017679273031583884)	(0.027888749205165857, 0.001524224711884926)	1308	284388	9038	1711	(0.43388704318936877, 0.017679273031583884)	(0.007740867263806011, 0.0005332003945937597)	(0.007740867263806011, 0.0005332003945937597)	14	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.8372093023255816, 0.08836442359513608)	(0.4325581395348837, 0.01767288471902722)	(0.027927245784947898, 0.0015364360708197224)	1303	284388	9350	1716	(0.4325581395348837, 0.01767288471902722)	(0.0077895996460259215, 0.0005428534366843031)	(0.0077895996460259215, 0.0005428534366843031)	15	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.7630268835048124, 0.08868444500752935)	(0.4473946232990375, 0.01773688900150587)	(0.02874515326078237, 0.0015406843012212897)	1350	284388	9620	1669	(0.4473946232990375, 0.01773688900150587)	(0.007987318948347484, 0.0005449622592380037)	(0.007987318948347484, 0.0005449622592380037)	16	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.6966478592764687, 0.08890307919998194)	(0.46067042814470627, 0.017780615839996388)	(0.02968325545023877, 0.001557750551709768)	1391	284388	9857	1628	(0.46067042814470627, 0.017780615839996388)	(0.008259690115208926, 0.0005547385517504527)	(0.008259690115208926, 0.0005547385517504527)	17	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.6503821867730144, 0.08901790720225375)	(0.46992356264539714, 0.017803581440450748)	(0.030570444554379392, 0.0015827729343501637)	1418	284388	10078	1601	(0.46992356264539714, 0.017803581440450748)	(0.008555670809836867, 0.000564007007096871)	(0.008555670809836867, 0.000564007007096871)	18	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.645985401459854, 0.08902722010147956)	(0.4708029197080292, 0.017805444020295914)	(0.03132284542540978, 0.0016169303197566649)	1421	284388	10278	1598	(0.4708029197080292, 0.017805444020295914)	(0.00885657521457344, 0.0005816401731880358)	(0.00885657521457344, 0.0005816401731880358)	19	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.5880398671096345, 0.08912407972099734)	(0.48239202657807306, 0.017824815944199473)	(0.03215362789988027, 0.0016355141017250193)	1454	284388	10443	1565	(0.48239202657807306, 0.017824815944199473)	(0.009119665743341955, 0.0005905109628613247)	(0.009119665743341955, 0.0005905109628613247)	20	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.5431320504313204, 0.08916612181725667)	(0.4913735899137359, 0.01783322436345133)	(0.03239371970952156, 0.0016116540781175698)	1481	284388	10606	1538	(0.4913735899137359, 0.01783322436345133)	(0.009089742500273026, 0.0005768479547160829)	(0.009089742500273026, 0.0005768479547160829)	21	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.51575456053068, 0.08917762455802099)	(0.496849087893864, 0.017835524911604197)	(0.03344415629258935, 0.0016564062346593991)	1498	284388	10737	1521	(0.496849087893864, 0.017835524911604197)	(0.00950847192935541, 0.0005974827801275535)	(0.00950847192935541, 0.0005974827801275535)	22	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.497510786591437, 0.08917935115998707)	(0.5004978426817126, 0.017835870231997415)	(0.03280157307535312, 0.001609501328266906)	1510	284388	10853	1509	(0.5004978426817126, 0.017835870231997415)	(0.009179718277036963, 0.0005728312057735809)	(0.009179718277036963, 0.0005728312057735809)	23	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.5265076209410204, 0.0891743822443645)	(0.4946984758117959, 0.017834876448872904)	(0.03282755917978037, 0.0016236876547228794)	1494	284388	10949	1525	(0.4946984758117959, 0.017834876448872904)	(0.009238181321052343, 0.0005819165973836601)	(0.009238181321052343, 0.0005819165973836601)	24	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.440318302387268, 0.08915397986117489)	(0.5119363395225465, 0.01783079597223498)	(0.0342767672830322, 0.0016556633117593852)	1544	284388	11034	1475	(0.5119363395225465, 0.01783079597223498)	(0.009705261785485302, 0.0005981078706023977)	(0.009705261785485302, 0.0005981078706023977)	25	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4311317623630933, 0.08914555189738972)	(0.5137736475273813, 0.017829110379477948)	(0.035017455014167184, 0.0016874587394523518)	1549	284388	11112	1470	(0.5137736475273813, 0.017829110379477948)	(0.010006409596589357, 0.0006162920492502262)	(0.010006409596589357, 0.0006162920492502262)	26	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.4129353233830844, 0.08912529873271356)	(0.5174129353233831, 0.01782505974654271)	(0.03484247696124304, 0.0016612380262427061)	1560	284388	11183	1459	(0.5174129353233831, 0.01782505974654271)	(0.009864139152151107, 0.0006026703474905009)	(0.009864139152151107, 0.0006026703474905009)	27	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.414593698175788, 0.08912734052602048)	(0.5170812603648425, 0.017825468105204096)	(0.035083431826912384, 0.0016768917689264666)	1559	284388	11246	1460	(0.5170812603648425, 0.017825468105204096)	(0.009985723254158982, 0.0006062272797508576)	(0.009985723254158982, 0.0006062272797508576)	28	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.314446653412856, 0.08893342009677208)	(0.5371106693174288, 0.017786684019354418)	(0.03636362913925586, 0.001683639469108566)	1621	284388	11294	1398	(0.5371106693174288, 0.017786684019354418)	(0.010325081629560494, 0.0006123011468401125)	(0.010325081629560494, 0.0006123011468401125)	29	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3466003316749586, 0.08901135535007644)	(0.5306799336650083, 0.01780227107001529)	(0.036100467354192686, 0.0016869195377549103)	1602	284388	11351	1417	(0.5306799336650083, 0.01780227107001529)	(0.010273558994471764, 0.0006132805061815495)	(0.010273558994471764, 0.0006132805061815495)	30	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3931057341730195, 0.08909783823078764)	(0.5213788531653961, 0.017819567646157528)	(0.03522574216260941, 0.0016747249609603933)	1573	284388	11386	1446	(0.5213788531653961, 0.017819567646157528)	(0.010010129989745362, 0.0006072702144679701)	(0.010010129989745362, 0.0006072702144679701)	31	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.363274776267816, 0.08904592744182793)	(0.5273450447464368, 0.017809185488365586)	(0.03582430281432679, 0.0016895868081486568)	1591	284388	11421	1428	(0.5273450447464368, 0.017809185488365586)	(0.01021383557955745, 0.0006155620549995612)	(0.01021383557955745, 0.0006155620549995612)	32	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3268147166059, 0.08896515640442104)	(0.53463705667882, 0.017793031280884206)	(0.03616408391040441, 0.0016832606388825294)	1613	284388	11452	1406	(0.53463705667882, 0.017793031280884206)	(0.010272043225829473, 0.0006148113286215196)	(0.010272043225829473, 0.0006148113286215196)	33	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3027188328912467, 0.08890129378393626)	(0.5394562334217506, 0.017780258756787248)	(0.036989686400983324, 0.0017163026706283069)	1628	284388	11488	1391	(0.5394562334217506, 0.017780258756787248)	(0.010605003486360556, 0.0006322507592545351)	(0.010605003486360556, 0.0006322507592545351)	34	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.275439177991382, 0.08881889876977189)	(0.5449121644017235, 0.01776377975395438)	(0.03767451045386988, 0.0017242267869082065)	1644	284388	11515	1375	(0.5449121644017235, 0.01776377975395438)	(0.010812281492456258, 0.0006329053535524213)	(0.010812281492456258, 0.0006329053535524213)	35	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.307055316329911, 0.0889134035318645)	(0.5385889367340179, 0.0177826807063729)	(0.0371773662004031, 0.0017215928912958337)	1626	284388	11547	1393	(0.5385889367340179, 0.0177826807063729)	(0.010674573210123462, 0.000634127454442423)	(0.010674573210123462, 0.000634127454442423)	36	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2971182510765153, 0.08888525320201132)	(0.5405763497846969, 0.017777050640402265)	(0.03713605766116923, 0.0017176708250318609)	1632	284388	11574	1387	(0.5405763497846969, 0.017777050640402265)	(0.010644751434504447, 0.0006368775687226339)	(0.010644751434504447, 0.0006368775687226339)	37	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.311899237653298, 0.08892661020419214)	(0.5376201524693404, 0.01778532204083843)	(0.03654771590776967, 0.0016945513885552013)	1622	284388	11593	1397	(0.5376201524693404, 0.01778532204083843)	(0.010411456743177979, 0.0006197878408590536)	(0.010411456743177979, 0.0006197878408590536)	38	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.299536116633532, 0.08889223362555085)	(0.5400927766732936, 0.017778446725110166)	(0.036989452405576155, 0.0017086422328582824)	1630	284388	11606	1389	(0.5400927766732936, 0.017778446725110166)	(0.010574750556213382, 0.0006301145373857625)	(0.010574750556213382, 0.0006301145373857625)	39	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2664015904572565, 0.08878923303278648)	(0.5467196819085487, 0.01775784660655729)	(0.03777112475974649, 0.0017292119666688715)	1650	284388	11628	1369	(0.5467196819085487, 0.01775784660655729)	(0.010853714470059058, 0.0006380455826122347)	(0.010853714470059058, 0.0006380455826122347)	40	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.27709645343056, 0.08882421071778039)	(0.544580709313888, 0.01776484214355608)	(0.03760866310947794, 0.0017263122611766196)	1644	284388	11654	1375	(0.544580709313888, 0.01776484214355608)	(0.010801618664156527, 0.0006363656558854776)	(0.010801618664156527, 0.0006363656558854776)	41	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3037429612454456, 0.08890417811561058)	(0.5392514077509108, 0.017780835623122118)	(0.03695259381190382, 0.0017043722750296928)	1628	284388	11672	1391	(0.5392514077509108, 0.017780835623122118)	(0.010552719694828029, 0.0006234420635743624)	(0.010552719694828029, 0.0006234420635743624)	42	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2612732095490715, 0.08877187411776069)	(0.5477453580901857, 0.017754374823552136)	(0.037476706392537966, 0.0017051184118397368)	1653	284388	11685	1366	(0.5477453580901857, 0.017754374823552136)	(0.010686778059480692, 0.0006241766724599377)	(0.010686778059480692, 0.0006241766724599377)	43	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2588664235996023, 0.08876359629270715)	(0.5482267152800796, 0.01775271925854143)	(0.03772531842937061, 0.0017173196378545256)	1655	284388	11690	1364	(0.5482267152800796, 0.01775271925854143)	(0.010798247053007378, 0.0006289970933050662)	(0.010798247053007378, 0.0006289970933050662)	44	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2730284956925115, 0.08881110115921552)	(0.5453943008614976, 0.017762220231843102)	(0.03755865578483413, 0.001712305157980961)	1647	284388	11702	1372	(0.5453943008614976, 0.017762220231843102)	(0.010736988457562888, 0.0006269594769543655)	(0.010736988457562888, 0.0006269594769543655)	45	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.277998674618953, 0.08882708586992914)	(0.5444002650762094, 0.017765417173985828)	(0.037324005256321575, 0.0017131652013444734)	1643	284388	11706	1376	(0.5444002650762094, 0.017765417173985828)	(0.01067856289798084, 0.0006290012381966959)	(0.01067856289798084, 0.0006290012381966959)	46	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2688100762346703, 0.0887972542156489)	(0.546237984753066, 0.017759450843129777)	(0.037611589009084255, 0.0017162911794508955)	1650	284388	11712	1369	(0.546237984753066, 0.017759450843129777)	(0.010764893689998344, 0.0006295006672920685)	(0.010764893689998344, 0.0006295006672920685)	47	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.283725555187272, 0.08884506196122305)	(0.5432548889625456, 0.01776901239224461)	(0.037445603923288925, 0.0017207773573778731)	1639	284388	11716	1380	(0.5432548889625456, 0.01776901239224461)	(0.010736675779885569, 0.0006370226251421473)	(0.010736675779885569, 0.0006370226251421473)	48	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2945659377070906, 0.0888777932207236)	(0.5410868124585818, 0.01777555864414472)	(0.037098824177519106, 0.0017044460781096829)	1633	284388	11722	1386	(0.5410868124585818, 0.01777555864414472)	(0.010589811279829286, 0.0006233622485411324)	(0.010589811279829286, 0.0006233622485411324)	49	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.274685222001325, 0.0888164690397216)	(0.5450629555997349, 0.01776329380794432)	(0.037837400023326646, 0.001738945623902587)	1646	284388	11725	1373	(0.5450629555997349, 0.01776329380794432)	(0.010907098621767539, 0.0006455226772067484)	(0.010907098621767539, 0.0006455226772067484)	50	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
